taskId,g,t,k,sizeBytes,deadlineSec,priority,isRedundant,originTaskId,payloadPath,payloadOffset,payloadLen
1,0,0,0,7621,0.35,0.9172245739745113,0,0,data/segments/hq/seg_00000.mp4,0,7621
10561,0,0,0,7621,0.35,0.36688982958980454,1,1,data/segments/hq/seg_00000.mp4,0,7621
2,0,0,1,335,0.35,0.7451040599314234,0,0,data/segments/lq/seg_00000.mp4,0,335
10562,0,0,1,335,0.35,0.29804162397256934,1,2,data/segments/lq/seg_00000.mp4,0,335
3,0,0,2,335,0.35,0.6122266484944249,0,0,data/segments/lq/seg_00000.mp4,335,335
4,0,0,3,335,0.35,0.5574102215766209,0,0,data/segments/lq/seg_00000.mp4,670,335
5,0,0,4,335,0.35,0.6122266484944249,0,0,data/segments/lq/seg_00000.mp4,1005,335
6,0,0,5,335,0.35,0.7451040599314234,0,0,data/segments/lq/seg_00000.mp4,1340,335
10563,0,0,5,335,0.35,0.29804162397256934,1,6,data/segments/lq/seg_00000.mp4,1340,335
7,0,0,6,7621,0.35,0.9172245739745113,0,0,data/segments/hq/seg_00000.mp4,7621,7621
10564,0,0,6,7621,0.35,0.36688982958980454,1,7,data/segments/hq/seg_00000.mp4,7621,7621
8,0,0,7,7621,0.35,1.0,0,0,data/segments/hq/seg_00000.mp4,15242,7621
10565,0,0,7,7621,0.35,0.4,1,8,data/segments/hq/seg_00000.mp4,15242,7621
9,0,1,0,7621,0.3833333333333333,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,22863,7621
10,0,1,1,335,0.3833333333333333,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,1675,335
11,0,1,2,335,0.3833333333333333,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,2010,335
12,0,1,3,335,0.3833333333333333,0.0,0,0,data/segments/lq/seg_00000.mp4,2345,335
13,0,1,4,335,0.3833333333333333,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,2680,335
14,0,1,5,335,0.3833333333333333,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,3015,335
15,0,1,6,7621,0.3833333333333333,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,30484,7621
16,0,1,7,7621,0.3833333333333333,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,38105,7621
10566,0,1,7,7621,0.3833333333333333,0.26858610054410564,1,16,data/segments/hq/seg_00000.mp4,38105,7621
17,0,2,0,7621,0.4166666666666667,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,45726,7621
18,0,2,1,335,0.4166666666666667,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,3350,335
19,0,2,2,335,0.4166666666666667,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,3685,335
20,0,2,3,335,0.4166666666666667,0.0,0,0,data/segments/lq/seg_00000.mp4,4020,335
21,0,2,4,335,0.4166666666666667,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,4355,335
22,0,2,5,335,0.4166666666666667,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,4690,335
23,0,2,6,7621,0.4166666666666667,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,53347,7621
24,0,2,7,7621,0.4166666666666667,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,60968,7621
10567,0,2,7,7621,0.4166666666666667,0.26858610054410564,1,24,data/segments/hq/seg_00000.mp4,60968,7621
25,0,3,0,7621,0.45,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,68589,7621
26,0,3,1,335,0.45,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,5025,335
27,0,3,2,335,0.45,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,5360,335
28,0,3,3,335,0.45,0.0,0,0,data/segments/lq/seg_00000.mp4,5695,335
29,0,3,4,335,0.45,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,6030,335
30,0,3,5,335,0.45,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,6365,335
31,0,3,6,7621,0.45,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,76210,7621
32,0,3,7,7621,0.45,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,83831,7621
10568,0,3,7,7621,0.45,0.26858610054410564,1,32,data/segments/hq/seg_00000.mp4,83831,7621
33,0,4,0,7621,0.48333333333333334,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,91452,7621
34,0,4,1,335,0.48333333333333334,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,6700,335
35,0,4,2,335,0.48333333333333334,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,7035,335
36,0,4,3,335,0.48333333333333334,0.0,0,0,data/segments/lq/seg_00000.mp4,7370,335
37,0,4,4,335,0.48333333333333334,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,7705,335
38,0,4,5,335,0.48333333333333334,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,8040,335
39,0,4,6,7621,0.48333333333333334,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,99073,7621
40,0,4,7,7621,0.48333333333333334,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,106694,7621
10569,0,4,7,7621,0.48333333333333334,0.26858610054410564,1,40,data/segments/hq/seg_00000.mp4,106694,7621
41,0,5,0,7621,0.5166666666666666,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,114315,7621
42,0,5,1,335,0.5166666666666666,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,8375,335
43,0,5,2,335,0.5166666666666666,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,8710,335
44,0,5,3,335,0.5166666666666666,0.0,0,0,data/segments/lq/seg_00000.mp4,9045,335
45,0,5,4,335,0.5166666666666666,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,9380,335
46,0,5,5,335,0.5166666666666666,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,9715,335
47,0,5,6,7621,0.5166666666666666,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,121936,7621
48,0,5,7,7621,0.5166666666666666,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,129557,7621
10570,0,5,7,7621,0.5166666666666666,0.26858610054410564,1,48,data/segments/hq/seg_00000.mp4,129557,7621
49,0,6,0,7621,0.55,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,137178,7621
50,0,6,1,335,0.55,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,10050,335
51,0,6,2,335,0.55,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,10385,335
52,0,6,3,335,0.55,0.0,0,0,data/segments/lq/seg_00000.mp4,10720,335
53,0,6,4,335,0.55,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,11055,335
54,0,6,5,335,0.55,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,11390,335
55,0,6,6,7621,0.55,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,144799,7621
56,0,6,7,7621,0.55,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,152420,7621
10571,0,6,7,7621,0.55,0.26858610054410564,1,56,data/segments/hq/seg_00000.mp4,152420,7621
57,0,7,0,7621,0.5833333333333334,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,160041,7621
58,0,7,1,335,0.5833333333333334,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,11725,335
59,0,7,2,335,0.5833333333333334,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,12060,335
60,0,7,3,335,0.5833333333333334,0.0,0,0,data/segments/lq/seg_00000.mp4,12395,335
61,0,7,4,335,0.5833333333333334,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,12730,335
62,0,7,5,335,0.5833333333333334,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,13065,335
63,0,7,6,7621,0.5833333333333334,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,167662,7621
64,0,7,7,7621,0.5833333333333334,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,175283,7621
10572,0,7,7,7621,0.5833333333333334,0.26858610054410564,1,64,data/segments/hq/seg_00000.mp4,175283,7621
65,0,8,0,7621,0.6166666666666667,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,182904,7621
66,0,8,1,335,0.6166666666666667,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,13400,335
67,0,8,2,335,0.6166666666666667,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,13735,335
68,0,8,3,335,0.6166666666666667,0.0,0,0,data/segments/lq/seg_00000.mp4,14070,335
69,0,8,4,335,0.6166666666666667,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,14405,335
70,0,8,5,335,0.6166666666666667,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,14740,335
71,0,8,6,7621,0.6166666666666667,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,190525,7621
72,0,8,7,7621,0.6166666666666667,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,198146,7621
10573,0,8,7,7621,0.6166666666666667,0.26858610054410564,1,72,data/segments/hq/seg_00000.mp4,198146,7621
73,0,9,0,7621,0.65,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,205767,7621
74,0,9,1,335,0.65,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,15075,335
75,0,9,2,335,0.65,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,15410,335
76,0,9,3,335,0.65,0.0,0,0,data/segments/lq/seg_00000.mp4,15745,335
77,0,9,4,335,0.65,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,16080,335
78,0,9,5,335,0.65,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,16415,335
79,0,9,6,7621,0.65,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,213388,7621
80,0,9,7,7621,0.65,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,221009,7621
10574,0,9,7,7621,0.65,0.26858610054410564,1,80,data/segments/hq/seg_00000.mp4,221009,7621
81,0,10,0,7621,0.6833333333333333,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,228630,7621
82,0,10,1,335,0.6833333333333333,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,16750,335
83,0,10,2,335,0.6833333333333333,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,17085,335
84,0,10,3,335,0.6833333333333333,0.0,0,0,data/segments/lq/seg_00000.mp4,17420,335
85,0,10,4,335,0.6833333333333333,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,17755,335
86,0,10,5,335,0.6833333333333333,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,18090,335
87,0,10,6,7621,0.6833333333333333,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,236251,7621
88,0,10,7,7621,0.6833333333333333,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,243872,7621
10575,0,10,7,7621,0.6833333333333333,0.26858610054410564,1,88,data/segments/hq/seg_00000.mp4,243872,7621
89,0,11,0,7621,0.7166666666666667,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,251493,7621
90,0,11,1,335,0.7166666666666667,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,18425,335
91,0,11,2,335,0.7166666666666667,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,18760,335
92,0,11,3,335,0.7166666666666667,0.0,0,0,data/segments/lq/seg_00000.mp4,19095,335
93,0,11,4,335,0.7166666666666667,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,19430,335
94,0,11,5,335,0.7166666666666667,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,19765,335
95,0,11,6,7621,0.7166666666666667,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,259114,7621
96,0,11,7,7621,0.7166666666666667,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,266735,7621
10576,0,11,7,7621,0.7166666666666667,0.26858610054410564,1,96,data/segments/hq/seg_00000.mp4,266735,7621
97,0,12,0,7621,0.75,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,274356,7621
98,0,12,1,335,0.75,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,20100,335
99,0,12,2,335,0.75,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,20435,335
100,0,12,3,335,0.75,0.0,0,0,data/segments/lq/seg_00000.mp4,20770,335
101,0,12,4,335,0.75,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,21105,335
102,0,12,5,335,0.75,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,21440,335
103,0,12,6,7620,0.75,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,281977,7620
104,0,12,7,7620,0.75,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,289597,7620
10577,0,12,7,7620,0.75,0.26858610054410564,1,104,data/segments/hq/seg_00000.mp4,289597,7620
105,0,13,0,7620,0.7833333333333333,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,297217,7620
106,0,13,1,335,0.7833333333333333,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,21775,335
107,0,13,2,335,0.7833333333333333,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,22110,335
108,0,13,3,335,0.7833333333333333,0.0,0,0,data/segments/lq/seg_00000.mp4,22445,335
109,0,13,4,335,0.7833333333333333,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,22780,335
110,0,13,5,335,0.7833333333333333,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,23115,335
111,0,13,6,7620,0.7833333333333333,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,304837,7620
112,0,13,7,7620,0.7833333333333333,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,312457,7620
10578,0,13,7,7620,0.7833333333333333,0.26858610054410564,1,112,data/segments/hq/seg_00000.mp4,312457,7620
113,0,14,0,7620,0.8166666666666667,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,320077,7620
114,0,14,1,335,0.8166666666666667,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,23450,335
115,0,14,2,335,0.8166666666666667,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,23785,335
116,0,14,3,335,0.8166666666666667,0.0,0,0,data/segments/lq/seg_00000.mp4,24120,335
117,0,14,4,335,0.8166666666666667,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,24455,335
118,0,14,5,335,0.8166666666666667,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,24790,335
119,0,14,6,7620,0.8166666666666667,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,327697,7620
120,0,14,7,7620,0.8166666666666667,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,335317,7620
10579,0,14,7,7620,0.8166666666666667,0.26858610054410564,1,120,data/segments/hq/seg_00000.mp4,335317,7620
121,0,15,0,7620,0.85,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,342937,7620
122,0,15,1,335,0.85,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,25125,335
123,0,15,2,335,0.85,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,25460,335
124,0,15,3,335,0.85,0.0,0,0,data/segments/lq/seg_00000.mp4,25795,335
125,0,15,4,335,0.85,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,26130,335
126,0,15,5,335,0.85,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,26465,335
127,0,15,6,7620,0.85,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,350557,7620
128,0,15,7,7620,0.85,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,358177,7620
10580,0,15,7,7620,0.85,0.26858610054410564,1,128,data/segments/hq/seg_00000.mp4,358177,7620
129,0,16,0,7620,0.8833333333333333,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,365797,7620
130,0,16,1,335,0.8833333333333333,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,26800,335
131,0,16,2,335,0.8833333333333333,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,27135,335
132,0,16,3,335,0.8833333333333333,0.0,0,0,data/segments/lq/seg_00000.mp4,27470,335
133,0,16,4,335,0.8833333333333333,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,27805,335
134,0,16,5,335,0.8833333333333333,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,28140,335
135,0,16,6,7620,0.8833333333333333,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,373417,7620
136,0,16,7,7620,0.8833333333333333,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,381037,7620
10581,0,16,7,7620,0.8833333333333333,0.26858610054410564,1,136,data/segments/hq/seg_00000.mp4,381037,7620
137,0,17,0,7620,0.9166666666666666,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,388657,7620
138,0,17,1,335,0.9166666666666666,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,28475,335
139,0,17,2,335,0.9166666666666666,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,28810,335
140,0,17,3,335,0.9166666666666666,0.0,0,0,data/segments/lq/seg_00000.mp4,29145,335
141,0,17,4,335,0.9166666666666666,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,29480,335
142,0,17,5,335,0.9166666666666666,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,29815,335
143,0,17,6,7620,0.9166666666666666,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,396277,7620
144,0,17,7,7620,0.9166666666666666,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,403897,7620
10582,0,17,7,7620,0.9166666666666666,0.26858610054410564,1,144,data/segments/hq/seg_00000.mp4,403897,7620
145,0,18,0,7620,0.95,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,411517,7620
146,0,18,1,335,0.95,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,30150,335
147,0,18,2,335,0.95,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,30485,335
148,0,18,3,335,0.95,0.0,0,0,data/segments/lq/seg_00000.mp4,30820,335
149,0,18,4,335,0.95,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,31155,335
150,0,18,5,335,0.95,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,31490,335
151,0,18,6,7620,0.95,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,419137,7620
152,0,18,7,7620,0.95,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,426757,7620
10583,0,18,7,7620,0.95,0.26858610054410564,1,152,data/segments/hq/seg_00000.mp4,426757,7620
153,0,19,0,7620,0.9833333333333333,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,434377,7620
154,0,19,1,335,0.9833333333333333,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,31825,335
155,0,19,2,335,0.9833333333333333,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,32160,335
156,0,19,3,335,0.9833333333333333,0.0,0,0,data/segments/lq/seg_00000.mp4,32495,335
157,0,19,4,335,0.9833333333333333,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,32830,335
158,0,19,5,335,0.9833333333333333,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,33165,335
159,0,19,6,7620,0.9833333333333333,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,441997,7620
160,0,19,7,7620,0.9833333333333333,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,449617,7620
10584,0,19,7,7620,0.9833333333333333,0.26858610054410564,1,160,data/segments/hq/seg_00000.mp4,449617,7620
161,0,20,0,7620,1.0166666666666666,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,457237,7620
162,0,20,1,335,1.0166666666666666,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,33500,335
163,0,20,2,335,1.0166666666666666,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,33835,335
164,0,20,3,335,1.0166666666666666,0.0,0,0,data/segments/lq/seg_00000.mp4,34170,335
165,0,20,4,335,1.0166666666666666,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,34505,335
166,0,20,5,335,1.0166666666666666,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,34840,335
167,0,20,6,7620,1.0166666666666666,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,464857,7620
168,0,20,7,7620,1.0166666666666666,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,472477,7620
10585,0,20,7,7620,1.0166666666666666,0.26858610054410564,1,168,data/segments/hq/seg_00000.mp4,472477,7620
169,0,21,0,7620,1.0499999999999998,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,480097,7620
170,0,21,1,335,1.0499999999999998,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,35175,335
171,0,21,2,335,1.0499999999999998,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,35510,335
172,0,21,3,335,1.0499999999999998,0.0,0,0,data/segments/lq/seg_00000.mp4,35845,335
173,0,21,4,335,1.0499999999999998,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,36180,335
174,0,21,5,335,1.0499999999999998,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,36515,335
175,0,21,6,7620,1.0499999999999998,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,487717,7620
176,0,21,7,7620,1.0499999999999998,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,495337,7620
10586,0,21,7,7620,1.0499999999999998,0.26858610054410564,1,176,data/segments/hq/seg_00000.mp4,495337,7620
177,0,22,0,7620,1.0833333333333333,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,502957,7620
178,0,22,1,335,1.0833333333333333,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,36850,335
179,0,22,2,335,1.0833333333333333,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,37185,335
180,0,22,3,335,1.0833333333333333,0.0,0,0,data/segments/lq/seg_00000.mp4,37520,335
181,0,22,4,335,1.0833333333333333,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,37855,335
182,0,22,5,335,1.0833333333333333,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,38190,335
183,0,22,6,7620,1.0833333333333333,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,510577,7620
184,0,22,7,7620,1.0833333333333333,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,518197,7620
10587,0,22,7,7620,1.0833333333333333,0.26858610054410564,1,184,data/segments/hq/seg_00000.mp4,518197,7620
185,0,23,0,7620,1.1166666666666667,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,525817,7620
186,0,23,1,335,1.1166666666666667,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,38525,335
187,0,23,2,335,1.1166666666666667,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,38860,335
188,0,23,3,335,1.1166666666666667,0.0,0,0,data/segments/lq/seg_00000.mp4,39195,335
189,0,23,4,335,1.1166666666666667,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,39530,335
190,0,23,5,335,1.1166666666666667,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,39865,335
191,0,23,6,7620,1.1166666666666667,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,533437,7620
192,0,23,7,7620,1.1166666666666667,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,541057,7620
10588,0,23,7,7620,1.1166666666666667,0.26858610054410564,1,192,data/segments/hq/seg_00000.mp4,541057,7620
193,0,24,0,7620,1.15,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,548677,7620
194,0,24,1,335,1.15,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,40200,335
195,0,24,2,335,1.15,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,40535,335
196,0,24,3,335,1.15,0.0,0,0,data/segments/lq/seg_00000.mp4,40870,335
197,0,24,4,335,1.15,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,41205,335
198,0,24,5,335,1.15,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,41540,335
199,0,24,6,7620,1.15,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,556297,7620
200,0,24,7,7620,1.15,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,563917,7620
10589,0,24,7,7620,1.15,0.26858610054410564,1,200,data/segments/hq/seg_00000.mp4,563917,7620
201,0,25,0,7620,1.1833333333333333,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,571537,7620
202,0,25,1,335,1.1833333333333333,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,41875,335
203,0,25,2,335,1.1833333333333333,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,42210,335
204,0,25,3,335,1.1833333333333333,0.0,0,0,data/segments/lq/seg_00000.mp4,42545,335
205,0,25,4,335,1.1833333333333333,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,42880,335
206,0,25,5,335,1.1833333333333333,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,43215,335
207,0,25,6,7620,1.1833333333333333,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,579157,7620
208,0,25,7,7620,1.1833333333333333,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,586777,7620
10590,0,25,7,7620,1.1833333333333333,0.26858610054410564,1,208,data/segments/hq/seg_00000.mp4,586777,7620
209,0,26,0,7620,1.2166666666666668,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,594397,7620
210,0,26,1,335,1.2166666666666668,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,43550,335
211,0,26,2,335,1.2166666666666668,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,43885,335
212,0,26,3,335,1.2166666666666668,0.0,0,0,data/segments/lq/seg_00000.mp4,44220,335
213,0,26,4,335,1.2166666666666668,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,44555,335
214,0,26,5,335,1.2166666666666668,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,44890,335
215,0,26,6,7620,1.2166666666666668,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,602017,7620
216,0,26,7,7620,1.2166666666666668,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,609637,7620
10591,0,26,7,7620,1.2166666666666668,0.26858610054410564,1,216,data/segments/hq/seg_00000.mp4,609637,7620
217,0,27,0,7620,1.25,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,617257,7620
218,0,27,1,335,1.25,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,45225,335
219,0,27,2,334,1.25,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,45560,334
220,0,27,3,334,1.25,0.0,0,0,data/segments/lq/seg_00000.mp4,45894,334
221,0,27,4,334,1.25,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,46228,334
222,0,27,5,334,1.25,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,46562,334
223,0,27,6,7620,1.25,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,624877,7620
224,0,27,7,7620,1.25,0.671465251360264,0,0,data/segments/hq/seg_00000.mp4,632497,7620
10592,0,27,7,7620,1.25,0.26858610054410564,1,224,data/segments/hq/seg_00000.mp4,632497,7620
225,0,28,0,7620,1.2833333333333334,0.5717864676362265,0,0,data/segments/hq/seg_00000.mp4,640117,7620
226,0,28,1,334,1.2833333333333334,0.3497142023434409,0,0,data/segments/lq/seg_00000.mp4,46896,334
227,0,28,2,334,1.2833333333333334,0.14313568711708924,0,0,data/segments/lq/seg_00000.mp4,47230,334
