taskId,g,t,k,sizeBytes,deadlineSec,priority,isRedundant,originTaskId,payloadPath,payloadOffset,payloadLen
1,0,0,0,280,0.35,0.7223463141676387,0,0,data/segments/lq/seg_00000.mp4,0,280
10561,0,0,0,280,0.35,0.2889385256670555,1,1,data/segments/lq/seg_00000.mp4,0,280
2,0,0,1,280,0.35,0.6362611633326708,0,0,data/segments/lq/seg_00000.mp4,280,280
10562,0,0,1,280,0.35,0.2545044653330683,1,2,data/segments/lq/seg_00000.mp4,280,280
3,0,0,2,280,0.35,0.7223463141676387,0,0,data/segments/lq/seg_00000.mp4,560,280
10563,0,0,2,280,0.35,0.2889385256670555,1,3,data/segments/lq/seg_00000.mp4,560,280
4,0,0,3,280,0.35,0.8429809329613956,0,0,data/segments/lq/seg_00000.mp4,840,280
10564,0,0,3,280,0.35,0.3371923731845583,1,4,data/segments/lq/seg_00000.mp4,840,280
5,0,0,4,11431,0.35,0.9542851643070085,0,0,data/segments/hq/seg_00000.mp4,0,11431
10565,0,0,4,11431,0.35,0.3817140657228034,1,5,data/segments/hq/seg_00000.mp4,0,11431
6,0,0,5,11431,0.35,1.0,0,0,data/segments/hq/seg_00000.mp4,11431,11431
10566,0,0,5,11431,0.35,0.4,1,6,data/segments/hq/seg_00000.mp4,11431,11431
7,0,0,6,280,0.35,0.9542851643070085,0,0,data/segments/lq/seg_00000.mp4,1120,280
10567,0,0,6,280,0.35,0.3817140657228034,1,7,data/segments/lq/seg_00000.mp4,1120,280
8,0,0,7,280,0.35,0.8429809329613956,0,0,data/segments/lq/seg_00000.mp4,1400,280
10568,0,0,7,280,0.35,0.3371923731845583,1,8,data/segments/lq/seg_00000.mp4,1400,280
9,0,1,0,280,0.3833333333333333,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,1680,280
10,0,1,1,280,0.3833333333333333,0.0,0,0,data/segments/lq/seg_00000.mp4,1960,280
11,0,1,2,280,0.3833333333333333,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,2240,280
12,0,1,3,280,0.3833333333333333,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,2520,280
13,0,1,4,11431,0.3833333333333333,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,22862,11431
14,0,1,5,11431,0.3833333333333333,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,34293,11431
10569,0,1,5,11431,0.3833333333333333,0.23783231583762676,1,14,data/segments/hq/seg_00000.mp4,34293,11431
15,0,1,6,280,0.3833333333333333,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,2800,280
16,0,1,7,280,0.3833333333333333,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,3080,280
17,0,2,0,280,0.4166666666666667,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,3360,280
18,0,2,1,280,0.4166666666666667,0.0,0,0,data/segments/lq/seg_00000.mp4,3640,280
19,0,2,2,280,0.4166666666666667,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,3920,280
20,0,2,3,280,0.4166666666666667,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,4200,280
21,0,2,4,11431,0.4166666666666667,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,45724,11431
22,0,2,5,11431,0.4166666666666667,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,57155,11431
10570,0,2,5,11431,0.4166666666666667,0.23783231583762676,1,22,data/segments/hq/seg_00000.mp4,57155,11431
23,0,2,6,279,0.4166666666666667,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,4480,279
24,0,2,7,279,0.4166666666666667,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,4759,279
25,0,3,0,279,0.45,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,5038,279
26,0,3,1,279,0.45,0.0,0,0,data/segments/lq/seg_00000.mp4,5317,279
27,0,3,2,279,0.45,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,5596,279
28,0,3,3,279,0.45,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,5875,279
29,0,3,4,11431,0.45,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,68586,11431
30,0,3,5,11431,0.45,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,80017,11431
10571,0,3,5,11431,0.45,0.23783231583762676,1,30,data/segments/hq/seg_00000.mp4,80017,11431
31,0,3,6,279,0.45,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,6154,279
32,0,3,7,279,0.45,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,6433,279
33,0,4,0,279,0.48333333333333334,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,6712,279
34,0,4,1,279,0.48333333333333334,0.0,0,0,data/segments/lq/seg_00000.mp4,6991,279
35,0,4,2,279,0.48333333333333334,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,7270,279
36,0,4,3,279,0.48333333333333334,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,7549,279
37,0,4,4,11431,0.48333333333333334,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,91448,11431
38,0,4,5,11431,0.48333333333333334,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,102879,11431
10572,0,4,5,11431,0.48333333333333334,0.23783231583762676,1,38,data/segments/hq/seg_00000.mp4,102879,11431
39,0,4,6,279,0.48333333333333334,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,7828,279
40,0,4,7,279,0.48333333333333334,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,8107,279
41,0,5,0,279,0.5166666666666666,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,8386,279
42,0,5,1,279,0.5166666666666666,0.0,0,0,data/segments/lq/seg_00000.mp4,8665,279
43,0,5,2,279,0.5166666666666666,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,8944,279
44,0,5,3,279,0.5166666666666666,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,9223,279
45,0,5,4,11431,0.5166666666666666,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,114310,11431
46,0,5,5,11431,0.5166666666666666,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,125741,11431
10573,0,5,5,11431,0.5166666666666666,0.23783231583762676,1,46,data/segments/hq/seg_00000.mp4,125741,11431
47,0,5,6,279,0.5166666666666666,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,9502,279
48,0,5,7,279,0.5166666666666666,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,9781,279
49,0,6,0,279,0.55,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,10060,279
50,0,6,1,279,0.55,0.0,0,0,data/segments/lq/seg_00000.mp4,10339,279
51,0,6,2,279,0.55,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,10618,279
52,0,6,3,279,0.55,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,10897,279
53,0,6,4,11431,0.55,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,137172,11431
54,0,6,5,11431,0.55,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,148603,11431
10574,0,6,5,11431,0.55,0.23783231583762676,1,54,data/segments/hq/seg_00000.mp4,148603,11431
55,0,6,6,279,0.55,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,11176,279
56,0,6,7,279,0.55,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,11455,279
57,0,7,0,279,0.5833333333333334,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,11734,279
58,0,7,1,279,0.5833333333333334,0.0,0,0,data/segments/lq/seg_00000.mp4,12013,279
59,0,7,2,279,0.5833333333333334,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,12292,279
60,0,7,3,279,0.5833333333333334,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,12571,279
61,0,7,4,11431,0.5833333333333334,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,160034,11431
62,0,7,5,11431,0.5833333333333334,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,171465,11431
10575,0,7,5,11431,0.5833333333333334,0.23783231583762676,1,62,data/segments/hq/seg_00000.mp4,171465,11431
63,0,7,6,279,0.5833333333333334,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,12850,279
64,0,7,7,279,0.5833333333333334,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,13129,279
65,0,8,0,279,0.6166666666666667,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,13408,279
66,0,8,1,279,0.6166666666666667,0.0,0,0,data/segments/lq/seg_00000.mp4,13687,279
67,0,8,2,279,0.6166666666666667,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,13966,279
68,0,8,3,279,0.6166666666666667,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,14245,279
69,0,8,4,11431,0.6166666666666667,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,182896,11431
70,0,8,5,11431,0.6166666666666667,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,194327,11431
10576,0,8,5,11431,0.6166666666666667,0.23783231583762676,1,70,data/segments/hq/seg_00000.mp4,194327,11431
71,0,8,6,279,0.6166666666666667,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,14524,279
72,0,8,7,279,0.6166666666666667,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,14803,279
73,0,9,0,279,0.65,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,15082,279
74,0,9,1,279,0.65,0.0,0,0,data/segments/lq/seg_00000.mp4,15361,279
75,0,9,2,279,0.65,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,15640,279
76,0,9,3,279,0.65,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,15919,279
77,0,9,4,11431,0.65,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,205758,11431
78,0,9,5,11431,0.65,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,217189,11431
10577,0,9,5,11431,0.65,0.23783231583762676,1,78,data/segments/hq/seg_00000.mp4,217189,11431
79,0,9,6,279,0.65,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,16198,279
80,0,9,7,279,0.65,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,16477,279
81,0,10,0,279,0.6833333333333333,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,16756,279
82,0,10,1,279,0.6833333333333333,0.0,0,0,data/segments/lq/seg_00000.mp4,17035,279
83,0,10,2,279,0.6833333333333333,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,17314,279
84,0,10,3,279,0.6833333333333333,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,17593,279
85,0,10,4,11431,0.6833333333333333,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,228620,11431
86,0,10,5,11431,0.6833333333333333,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,240051,11431
10578,0,10,5,11431,0.6833333333333333,0.23783231583762676,1,86,data/segments/hq/seg_00000.mp4,240051,11431
87,0,10,6,279,0.6833333333333333,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,17872,279
88,0,10,7,279,0.6833333333333333,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,18151,279
89,0,11,0,279,0.7166666666666667,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,18430,279
90,0,11,1,279,0.7166666666666667,0.0,0,0,data/segments/lq/seg_00000.mp4,18709,279
91,0,11,2,279,0.7166666666666667,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,18988,279
92,0,11,3,279,0.7166666666666667,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,19267,279
93,0,11,4,11431,0.7166666666666667,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,251482,11431
94,0,11,5,11431,0.7166666666666667,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,262913,11431
10579,0,11,5,11431,0.7166666666666667,0.23783231583762676,1,94,data/segments/hq/seg_00000.mp4,262913,11431
95,0,11,6,279,0.7166666666666667,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,19546,279
96,0,11,7,279,0.7166666666666667,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,19825,279
97,0,12,0,279,0.75,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,20104,279
98,0,12,1,279,0.75,0.0,0,0,data/segments/lq/seg_00000.mp4,20383,279
99,0,12,2,279,0.75,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,20662,279
100,0,12,3,279,0.75,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,20941,279
101,0,12,4,11431,0.75,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,274344,11431
102,0,12,5,11431,0.75,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,285775,11431
10580,0,12,5,11431,0.75,0.23783231583762676,1,102,data/segments/hq/seg_00000.mp4,285775,11431
103,0,12,6,279,0.75,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,21220,279
104,0,12,7,279,0.75,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,21499,279
105,0,13,0,279,0.7833333333333333,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,21778,279
106,0,13,1,279,0.7833333333333333,0.0,0,0,data/segments/lq/seg_00000.mp4,22057,279
107,0,13,2,279,0.7833333333333333,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,22336,279
108,0,13,3,279,0.7833333333333333,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,22615,279
109,0,13,4,11431,0.7833333333333333,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,297206,11431
110,0,13,5,11431,0.7833333333333333,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,308637,11431
10581,0,13,5,11431,0.7833333333333333,0.23783231583762676,1,110,data/segments/hq/seg_00000.mp4,308637,11431
111,0,13,6,279,0.7833333333333333,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,22894,279
112,0,13,7,279,0.7833333333333333,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,23173,279
113,0,14,0,279,0.8166666666666667,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,23452,279
114,0,14,1,279,0.8166666666666667,0.0,0,0,data/segments/lq/seg_00000.mp4,23731,279
115,0,14,2,279,0.8166666666666667,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,24010,279
116,0,14,3,279,0.8166666666666667,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,24289,279
117,0,14,4,11431,0.8166666666666667,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,320068,11431
118,0,14,5,11431,0.8166666666666667,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,331499,11431
10582,0,14,5,11431,0.8166666666666667,0.23783231583762676,1,118,data/segments/hq/seg_00000.mp4,331499,11431
119,0,14,6,279,0.8166666666666667,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,24568,279
120,0,14,7,279,0.8166666666666667,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,24847,279
121,0,15,0,279,0.85,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,25126,279
122,0,15,1,279,0.85,0.0,0,0,data/segments/lq/seg_00000.mp4,25405,279
123,0,15,2,279,0.85,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,25684,279
124,0,15,3,279,0.85,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,25963,279
125,0,15,4,11431,0.85,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,342930,11431
126,0,15,5,11431,0.85,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,354361,11431
10583,0,15,5,11431,0.85,0.23783231583762676,1,126,data/segments/hq/seg_00000.mp4,354361,11431
127,0,15,6,279,0.85,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,26242,279
128,0,15,7,279,0.85,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,26521,279
129,0,16,0,279,0.8833333333333333,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,26800,279
130,0,16,1,279,0.8833333333333333,0.0,0,0,data/segments/lq/seg_00000.mp4,27079,279
131,0,16,2,279,0.8833333333333333,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,27358,279
132,0,16,3,279,0.8833333333333333,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,27637,279
133,0,16,4,11431,0.8833333333333333,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,365792,11431
134,0,16,5,11431,0.8833333333333333,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,377223,11431
10584,0,16,5,11431,0.8833333333333333,0.23783231583762676,1,134,data/segments/hq/seg_00000.mp4,377223,11431
135,0,16,6,279,0.8833333333333333,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,27916,279
136,0,16,7,279,0.8833333333333333,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,28195,279
137,0,17,0,279,0.9166666666666666,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,28474,279
138,0,17,1,279,0.9166666666666666,0.0,0,0,data/segments/lq/seg_00000.mp4,28753,279
139,0,17,2,279,0.9166666666666666,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,29032,279
140,0,17,3,279,0.9166666666666666,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,29311,279
141,0,17,4,11431,0.9166666666666666,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,388654,11431
142,0,17,5,11431,0.9166666666666666,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,400085,11431
10585,0,17,5,11431,0.9166666666666666,0.23783231583762676,1,142,data/segments/hq/seg_00000.mp4,400085,11431
143,0,17,6,279,0.9166666666666666,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,29590,279
144,0,17,7,279,0.9166666666666666,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,29869,279
145,0,18,0,279,0.95,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,30148,279
146,0,18,1,279,0.95,0.0,0,0,data/segments/lq/seg_00000.mp4,30427,279
147,0,18,2,279,0.95,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,30706,279
148,0,18,3,279,0.95,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,30985,279
149,0,18,4,11431,0.95,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,411516,11431
150,0,18,5,11430,0.95,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,422947,11430
10586,0,18,5,11430,0.95,0.23783231583762676,1,150,data/segments/hq/seg_00000.mp4,422947,11430
151,0,18,6,279,0.95,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,31264,279
152,0,18,7,279,0.95,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,31543,279
153,0,19,0,279,0.9833333333333333,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,31822,279
154,0,19,1,279,0.9833333333333333,0.0,0,0,data/segments/lq/seg_00000.mp4,32101,279
155,0,19,2,279,0.9833333333333333,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,32380,279
156,0,19,3,279,0.9833333333333333,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,32659,279
157,0,19,4,11430,0.9833333333333333,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,434377,11430
158,0,19,5,11430,0.9833333333333333,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,445807,11430
10587,0,19,5,11430,0.9833333333333333,0.23783231583762676,1,158,data/segments/hq/seg_00000.mp4,445807,11430
159,0,19,6,279,0.9833333333333333,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,32938,279
160,0,19,7,279,0.9833333333333333,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,33217,279
161,0,20,0,279,1.0166666666666666,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,33496,279
162,0,20,1,279,1.0166666666666666,0.0,0,0,data/segments/lq/seg_00000.mp4,33775,279
163,0,20,2,279,1.0166666666666666,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,34054,279
164,0,20,3,279,1.0166666666666666,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,34333,279
165,0,20,4,11430,1.0166666666666666,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,457237,11430
166,0,20,5,11430,1.0166666666666666,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,468667,11430
10588,0,20,5,11430,1.0166666666666666,0.23783231583762676,1,166,data/segments/hq/seg_00000.mp4,468667,11430
167,0,20,6,279,1.0166666666666666,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,34612,279
168,0,20,7,279,1.0166666666666666,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,34891,279
169,0,21,0,279,1.0499999999999998,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,35170,279
170,0,21,1,279,1.0499999999999998,0.0,0,0,data/segments/lq/seg_00000.mp4,35449,279
171,0,21,2,279,1.0499999999999998,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,35728,279
172,0,21,3,279,1.0499999999999998,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,36007,279
173,0,21,4,11430,1.0499999999999998,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,480097,11430
174,0,21,5,11430,1.0499999999999998,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,491527,11430
10589,0,21,5,11430,1.0499999999999998,0.23783231583762676,1,174,data/segments/hq/seg_00000.mp4,491527,11430
175,0,21,6,279,1.0499999999999998,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,36286,279
176,0,21,7,279,1.0499999999999998,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,36565,279
177,0,22,0,279,1.0833333333333333,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,36844,279
178,0,22,1,279,1.0833333333333333,0.0,0,0,data/segments/lq/seg_00000.mp4,37123,279
179,0,22,2,279,1.0833333333333333,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,37402,279
180,0,22,3,279,1.0833333333333333,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,37681,279
181,0,22,4,11430,1.0833333333333333,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,502957,11430
182,0,22,5,11430,1.0833333333333333,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,514387,11430
10590,0,22,5,11430,1.0833333333333333,0.23783231583762676,1,182,data/segments/hq/seg_00000.mp4,514387,11430
183,0,22,6,279,1.0833333333333333,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,37960,279
184,0,22,7,279,1.0833333333333333,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,38239,279
185,0,23,0,279,1.1166666666666667,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,38518,279
186,0,23,1,279,1.1166666666666667,0.0,0,0,data/segments/lq/seg_00000.mp4,38797,279
187,0,23,2,279,1.1166666666666667,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,39076,279
188,0,23,3,279,1.1166666666666667,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,39355,279
189,0,23,4,11430,1.1166666666666667,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,525817,11430
190,0,23,5,11430,1.1166666666666667,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,537247,11430
10591,0,23,5,11430,1.1166666666666667,0.23783231583762676,1,190,data/segments/hq/seg_00000.mp4,537247,11430
191,0,23,6,279,1.1166666666666667,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,39634,279
192,0,23,7,279,1.1166666666666667,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,39913,279
193,0,24,0,279,1.15,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,40192,279
194,0,24,1,279,1.15,0.0,0,0,data/segments/lq/seg_00000.mp4,40471,279
195,0,24,2,279,1.15,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,40750,279
196,0,24,3,279,1.15,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,41029,279
197,0,24,4,11430,1.15,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,548677,11430
198,0,24,5,11430,1.15,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,560107,11430
10592,0,24,5,11430,1.15,0.23783231583762676,1,198,data/segments/hq/seg_00000.mp4,560107,11430
199,0,24,6,279,1.15,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,41308,279
200,0,24,7,279,1.15,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,41587,279
201,0,25,0,279,1.1833333333333333,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,41866,279
202,0,25,1,279,1.1833333333333333,0.0,0,0,data/segments/lq/seg_00000.mp4,42145,279
203,0,25,2,279,1.1833333333333333,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,42424,279
204,0,25,3,279,1.1833333333333333,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,42703,279
205,0,25,4,11430,1.1833333333333333,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,571537,11430
206,0,25,5,11430,1.1833333333333333,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,582967,11430
10593,0,25,5,11430,1.1833333333333333,0.23783231583762676,1,206,data/segments/hq/seg_00000.mp4,582967,11430
207,0,25,6,279,1.1833333333333333,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,42982,279
208,0,25,7,279,1.1833333333333333,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,43261,279
209,0,26,0,279,1.2166666666666668,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,43540,279
210,0,26,1,279,1.2166666666666668,0.0,0,0,data/segments/lq/seg_00000.mp4,43819,279
211,0,26,2,279,1.2166666666666668,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,44098,279
212,0,26,3,279,1.2166666666666668,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,44377,279
213,0,26,4,11430,1.2166666666666668,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,594397,11430
214,0,26,5,11430,1.2166666666666668,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,605827,11430
10594,0,26,5,11430,1.2166666666666668,0.23783231583762676,1,214,data/segments/hq/seg_00000.mp4,605827,11430
215,0,26,6,279,1.2166666666666668,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,44656,279
216,0,26,7,279,1.2166666666666668,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,44935,279
217,0,27,0,279,1.25,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,45214,279
218,0,27,1,279,1.25,0.0,0,0,data/segments/lq/seg_00000.mp4,45493,279
219,0,27,2,279,1.25,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,45772,279
220,0,27,3,279,1.25,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,46051,279
221,0,27,4,11430,1.25,0.5367939906797652,0,0,data/segments/hq/seg_00000.mp4,617257,11430
222,0,27,5,11430,1.25,0.5945807895940669,0,0,data/segments/hq/seg_00000.mp4,628687,11430
10595,0,27,5,11430,1.25,0.23783231583762676,1,222,data/segments/hq/seg_00000.mp4,628687,11430
223,0,27,6,279,1.25,0.5367939906797652,0,0,data/segments/lq/seg_00000.mp4,46330,279
224,0,27,7,279,1.25,0.3887390520572175,0,0,data/segments/lq/seg_00000.mp4,46609,279
225,0,28,0,279,1.2833333333333334,0.2053290899953866,0,0,data/segments/lq/seg_00000.mp4,46888,279
